,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,Pasivos por impuestos corrientes corriente,Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,Pasivos por impuestos corrientes no corriente,Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
440,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830068589,MARJIM LIMITADA,2018-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 13 34 76,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,8855134,14381973,24114244,1878651,,,398723,,49628725,,49628725,3104090,52570898,,463365,,,3653450,,2098486,,,,,61890289,111519014,1408173,,1408173,17493360,5319605,32186857,4550878,60958873,,60958873,,,,70575,806600,,7922076,230000,9029251,69988124,6900000,,,,,21797161,505001,2214129,31416291,10114599,41530890,111519014
441,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830068589,MARJIM LIMITADA,2018-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 13 34 76,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,7137223,5774315,23888261,2319725,,,210779,,39330303,,39330303,3104090,54765578,,527247,,,1998457,,5419918,,,,,65815290,105145593,1226158,,1226158,13616817,2268312,27828853,4299185,49239325,,49239325,,,,70575,5644136,,9461852,230000,15406563,64645888,6900000,,,,,21797161,508970,2512782,31718913,8780792,40499705,105145593
442,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830070851,PROMOTORA HERRERA VARGAS SAS,2018-12-31,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 9 74 08,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,3761944,2593416,2988677,,,,347081,,9691118,,9691118,922861,17661731,,3613935,70055862,2527070,,4916307,106782,,,5462188,,105266736,114957854,256170,,256170,2539252,469089,,183086,3447597,,3447597,,,,2209374,8502771,,1200000,,11912145,15359742,12926572,,,,,10224695,530355,75916490,99598112,,99598112,114957854
443,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830070851,PROMOTORA HERRERA VARGAS SAS,2018-12-31,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 9 74 08,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,3509043,3153603,2167694,,,,347081,,9177421,,9177421,922861,13468877,,3752933,72990635,2438208,,4937640,39867,,,5670271,,104221292,113398713,233547,,233547,2238122,501461,,276911,3250041,,3250041,,,,1628218,8548511,,,,10176729,13426770,12926572,,,,,9416878,530355,77098138,99971943,,99971943,113398713
444,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830071114,CONCRETOS ASFALTICOS DE COLOMBIA S.A,2018-12-31,F4210 - Construcción de carreteras y vías de ferrocarril,01. SOCIEDAD ANÓNIMA,CARRERA 7 No. 155 C 20 TORRE E OFICINA 3307,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,Periodo Actual,391025,20928147,8039954,1787355,,5137649,4101178,,40385308,,40385308,,11676133,,24929,4054517,,,,723011,,,,,16478590,56863898,744663,,744663,6298174,157008,11472614,3722941,22395400,,22395400,,,,,1137892,,3884751,7905773,12928416,35323816,3800000,,,,1474245,4635573,1748581,9881683,21540082,,21540082,56863898
445,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830071114,CONCRETOS ASFALTICOS DE COLOMBIA S.A,2018-12-31,F4210 - Construcción de carreteras y vías de ferrocarril,01. SOCIEDAD ANÓNIMA,CARRERA 7 No. 155 C 20 TORRE E OFICINA 3307,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,Periodo Anterior,1609113,10367701,4957287,1331975,,2009047,5502747,,25777870,,25777870,,11972488,,43915,,,,,1122257,,3753258,,,16891918,42669788,593427,,593427,5681002,156840,4652697,5777830,16861796,,16861796,,,,,1264185,,5078750,985757,7328692,24190488,3800000,,,,254994,6134472,1576331,6713503,18479300,,18479300,42669788
446,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830075074,AGROPECUARIA SANTAMARIA S.A.,2018-12-31,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,01. SOCIEDAD ANÓNIMA,CL 126A No. 7C-87 PISO 6,META,SAN-MARTIN-META,Periodo Actual,2984556,11815077,5067779,2276317,,,,,22143729,,22143729,791043,90408843,,37539,1430963,1458748,,,1593339,,,118411,,95838886,117982615,964492,,964492,6983215,2775256,,3823165,14546128,,14546128,,,,9375028,8023899,,15253094,3875329,36527350,51073478,1600000,3194128,,,,2476054,2869554,45445603,55585339,11323798,66909137,117982615
447,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830075074,AGROPECUARIA SANTAMARIA S.A.,2018-12-31,A0126 - Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos,01. SOCIEDAD ANÓNIMA,CL 126A No. 7C-87 PISO 6,META,SAN-MARTIN-META,Periodo Anterior,6009735,12892060,7104530,,,,,,26006325,,26006325,791043,90236527,,22832,1749502,0,,866802,4292365,,,112880,,98071951,124078276,610138,,610138,6510036,3490449,,1882329,12492952,,12492952,,,,6485654,16769595,,18514820,3437934,45208003,57700955,1600000,3194128,,,508265,1130685,1852237,45645700,53931015,12446306,66377321,124078276
448,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830077975,AXEDE S.A. EN REORGANIZACION,2018-12-31,J6190 - Otras actividades de telecomunicaciones,01. SOCIEDAD ANÓNIMA,KR 16 100 20,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,12157016,19007802,4153257,5490926,,,77121,,40886122,,40886122,,1491170,,,,,4757521,,16116331,,8578,,,22373600,63259722,,,,7539576,24159504,3211766,4949377,39860223,,39860223,,333042,333042,,14835029,,3912799,4757521,23838391,63698614,2150000,,,,,63196,,-2652088,-438892,,-438892,63259722
449,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830077975,AXEDE S.A. EN REORGANIZACION,2018-12-31,J6190 - Otras actividades de telecomunicaciones,01. SOCIEDAD ANÓNIMA,KR 16 100 20,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,4522440,23225384,1455356,5528808,,,73857,,34805845,,34805845,,1992076,,,,,8250104,,15929620,,20517,,,26192317,60998162,,,,7190141,22650785,3249819,14851379,47942124,,47942124,,,,,15185555,,3912799,,19098354,67040478,2150000,,,,,63196,1497830,-9753342,-6042316,,-6042316,60998162
450,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830078515,COLUMBUS NETWORKS DE COLOMBIA  SAS,2018-12-31,J6110 - Actividades de telecomunicaciones alámbricas,03. SOCIEDAD LIMITADA,CALLE 108 # 45-30 T 3 OF 901,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,7170909,173833151,915527,41499128,,45116,14511498,,237975329,,237975329,,226344882,,206478597,,,5427082,,11120745,,77335615,,,526706921,764682250,5787342,,5787342,110378220,,21532132,20624000,158321694,,158321694,,,,164756898,,,144200403,,308957301,467278995,191468913,133308000,,,,,,-27373658,297403255,,297403255,764682250
451,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830078515,COLUMBUS NETWORKS DE COLOMBIA  SAS,2018-12-31,J6110 - Actividades de telecomunicaciones alámbricas,03. SOCIEDAD LIMITADA,CALLE 108 # 45-30 T 3 OF 901,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,9703906,111290478,154949,33098822,,42925,9235945,,163527025,,163527025,,229471751,,206536325,,,9257333,,9986365,,83571140,,,538822914,702349939,4893681,,4893681,40990786,,12077195,20546388,78508050,,78508050,,,,157831757,,,145985876,,303817633,382325683,191468913,133308000,,,,,,-4752657,320024256,,320024256,702349939
452,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830078644,ENVASES PLASTICOS PACKFILM LTDA,2018-12-31,G4669 - Comercio al por mayor de otros productos n.c.p.,03. SOCIEDAD LIMITADA,AUT. BOGOTA - MEDELLIN  KM 7 LOTE D 45,CUNDINAMARCA,FUNZA-CUNDINAMARCA,Periodo Actual,717914,28294353,11248135,,,,,,40260402,,40260402,,46282080,,1478,,,,,1375013,,,,,47658571,87918973,,,,51003409,,33207324,,84210733,,84210733,,,,,3035599,,,,3035599,87246332,2323992,,,,,,615124,-2266475,672641,,672641,87918973
453,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830078644,ENVASES PLASTICOS PACKFILM LTDA,2018-12-31,G4669 - Comercio al por mayor de otros productos n.c.p.,03. SOCIEDAD LIMITADA,AUT. BOGOTA - MEDELLIN  KM 7 LOTE D 45,CUNDINAMARCA,FUNZA-CUNDINAMARCA,Periodo Anterior,288720,33525308,7322018,,,,,,41136046,,41136046,,22909368,,1227,,,,,1943621,,,,,24854216,65990262,,,,28419815,,30637920,,59057735,,59057735,,,,,2896997,,,,2896997,61954732,2272992,,,,,,615124,1147414,4035530,,4035530,65990262
454,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830080672,CEPSA COLOMBIA S A,2018-12-31,B0610 - Extracción de petróleo crudo,02. SUCURSAL EXTRANJERA,CL 113 No 7 80 PISO 9,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,33344758,1075598453,44433906,102870899,,14175957,1052726,,1271476699,,1271476699,,114710190,,318479395,,,,,,,,1423568023,,1856757608,3128234307,3985412,76790671,80776083,144480830,15550624,,385437,241192974,,241192974,,198129824,198129824,23854700,111676048,,,,333660572,574853546,708041994,874153125,0,,44299935,,1202252697,-275366990,2553380761,,2553380761,3128234307
455,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830080672,CEPSA COLOMBIA S A,2018-12-31,B0610 - Extracción de petróleo crudo,02. SUCURSAL EXTRANJERA,CL 113 No 7 80 PISO 9,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,29565068,529582299,81306066,73941120,,12005836,998125,,727398514,,727398514,,108189590,,410106271,,,,,,,,1344078462,,1862374323,2589772837,3965261,117575678,121540939,150024601,9664882,,624413,281854835,,281854835,,158710830,158710830,22988301,116900346,,,,298599477,580454312,699441054,710734678,0,,,,985853222,-386710429,2009318525,,2009318525,2589772837
456,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830081806,SEMILLAS ARROYAVE S.A.S.,2018-12-31,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 162 18A 32,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,60572,2689872,4547790,181907,419084,8697,,,7907922,,7907922,,14326836,,,,,,,49129,,121960,1434780,22226000,38158705,46066627,287200,,287200,3110718,113714,2430962,54322,5996916,,5996916,,300000,300000,,4648919,,5270353,47193,10266465,16263381,1200000,1000000,,,297064,17567841,585226,8835273,29485404,317842,29803246,46066627
457,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830081806,SEMILLAS ARROYAVE S.A.S.,2018-12-31,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 162 18A 32,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,172809,3006848,4751789,226967,1951220,10876,,,10120509,,10120509,,11576492,,,,,,,,,175808,,8277900,20030200,30150709,237734,,237734,4588534,173582,2502062,89561,7591473,,7591473,,300000,300000,,2285464,,3940154,,6525618,14117091,1200000,1000000,,,297064,282076,585226,12271622,15635988,397630,16033618,30150709
458,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830091676,MEDIREX SAS,2018-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 85 A 24 26,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,Periodo Actual,2831834,14161775,5083265,1172548,0,0,0,0,23249422,0,23249422,0,5997378,0,10040,242039,0,0,0,0,0,0,0,0,6249457,29498879,0,1569069,1569069,8605559,484548,1167555,158090,11984821,0,11984821,0,0,0,0,0,0,1640792,0,1640792,13625613,2000000,0,0,,0,15096,1595697,12262473,15873266,0,15873266,29498879
459,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830091676,MEDIREX SAS,2018-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 85 A 24 26,BOGOTA D.C.,USAQUEN-BOGOTA D.C.,Periodo Anterior,2059580,14145865,4612954,1272934,0,0,0,0,22091333,0,22091333,0,6510516,0,11521,37100,0,0,0,0,0,0,0,0,6559137,28650470,0,1171133,1171133,8336998,576479,2150048,156882,12391540,0,12391540,0,0,0,0,0,0,2626319,0,2626319,15017859,2000000,0,0,,0,15096,1593068,10024447,13632611,0,13632611,28650470
460,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830092675,AXURE TECHNOLOGIES SA,2018-12-31,J6190 - Otras actividades de telecomunicaciones,01. SOCIEDAD ANÓNIMA,CL 23B 10 67,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,1329138,5166135,1900754,119150,,,75650,,8590827,,8590827,,4457124,,226248,,,,,102597,,208,163049,,4949226,13540053,,,,2269314,206105,144775,395096,3015290,,3015290,,,,,,,296921,,296921,3312211,855000,892743,,,,,,8480825,10228568,-726,10227842,13540053
461,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830092675,AXURE TECHNOLOGIES SA,2018-12-31,J6190 - Otras actividades de telecomunicaciones,01. SOCIEDAD ANÓNIMA,CL 23B 10 67,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,923562,3279827,951170,1538949,,,50579,,6744087,,6744087,,4507733,,217326,,,,,161051,,,118217,,5004327,11748414,,,,2107713,1429440,436710,335347,4309210,,4309210,,,,,,,231205,,231205,4540415,855000,892743,,,,,,5447730,7195473,12526,7207999,11748414
462,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830092963,SUPERPOLO SAS,2018-12-31,C2920 - Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KM 1.6 VIA SIBERIA COTA,CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Actual,4432257,88600285,53607698,,,,,,146640240,,146640240,,54736124,,259484,,,60404793,,,,,,,115400401,262040641,,625620,625620,62493009,3941470,16937948,6946398,90944445,,90944445,,,,34277302,2941948,,29247750,,66467000,157411445,12905600,,,,,4184924,34254368,53284304,104629196,,104629196,262040641
463,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830092963,SUPERPOLO SAS,2018-12-31,C2920 - Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KM 1.6 VIA SIBERIA COTA,CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Anterior,11586528,61906731,31400681,,,,,,104893940,,104893940,,45335415,,161511,,,71312348,,,,,,,116809274,221703214,,1143285,1143285,27556587,6669439,11505763,4813296,51688370,,51688370,,,,40626740,1820967,,29840000,,72287707,123976077,12905600,,,,,,30167958,54653579,97727137,,97727137,221703214
464,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830094920,KMA CONSTRUCCIONES SA,2018-12-31,F4290 - Construcción de otras obras de ingeniería civil,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 2 # 11 41,BOLIVAR,CARTAGENA-BOLIVAR,Periodo Actual,160725204,95198126,4067986,8515232,,10592974,2902758,,282002280,467335,282469615,21085947,124019213,,703667,92976440,,101531907,,12753975,,3664322,,,356735471,639205086,,1073488,1073488,71818212,2289474,71984015,39358332,186523521,,186523521,,1700977,1700977,4894109,16987488,,26417465,,50000039,236523560,4013914,,,,43654155,,27922276,307551271,383141616,19539910,402681526,639205086
465,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830094920,KMA CONSTRUCCIONES SA,2018-12-31,F4290 - Construcción de otras obras de ingeniería civil,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 2 # 11 41,BOLIVAR,CARTAGENA-BOLIVAR,Periodo Anterior,201004173,101990647,5606646,9864925,,,1670273,,320136664,5197516,325334180,27014532,147624178,214343,125073872,48653087,,83766767,,15499301,,4711577,,,452557657,777891837,,5329553,5329553,125854875,13913776,51101142,65221209,261420555,,261420555,,3231546,3231546,15856424,37849699,,8192921,2369243,67499833,328920388,5442918,4232072,,,66705103,,42546965,280814112,399741170,49230279,448971449,777891837
466,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830101778,FRANQUICIAS Y CONCESIONES  SAS,2018-12-31,C1084 - Elaboración de comidas y platos preparados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRERA 57 No 94-10,BOGOTA D.C.,SUBA-BOGOTA D.C.,Periodo Actual,5281674,5843937,3678634,0,0,0,81838,0,14886083,,14886083,736000,13745416,0,40912625,0,0,7055350,0,0,0,0,0,,62449391,77335474,2125733,102691,2228424,13111501,4565883,8799397,14909,28720114,,28720114,0,0,0,428641,1885701,0,38602897,0,40917239,69637353,3382525,13164746,0,,0,0,0,-8849150,7698121,,7698121,77335474
467,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830101778,FRANQUICIAS Y CONCESIONES  SAS,2018-12-31,C1084 - Elaboración de comidas y platos preparados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRERA 57 No 94-10,BOGOTA D.C.,SUBA-BOGOTA D.C.,Periodo Anterior,3588055,3792376,2870310,0,0,0,515700,0,10766441,,10766441,0,24029832,0,41025351,0,0,269442,0,0,,0,0,,65324625,76091066,2011433,112250,2123683,10388075,4916258,4392476,437020,22257512,,22257512,0,0,0,6727514,2616768,0,39437381,0,48781663,71039175,28416422,24957413,0,,0,0,0,-48321944,5051891,,5051891,76091066
468,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830106920,LABORATORIOS BIOPAS SA,2018-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",01. SOCIEDAD ANÓNIMA,Calle 127 A  53A -45 TO 2  OFI 1202,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,1552481,50805242,24937184,,,88484716,,,165779623,,165779623,,16307919,,,2375307,,,,146000,,,,,18829226,184608849,723587,,723587,26787294,3348898,65034286,1584436,97478501,,97478501,,,,,,,17963649,,17963649,115442150,61083300,,,,1351351,,,6732048,69166699,,69166699,184608849
469,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830106920,LABORATORIOS BIOPAS SA,2018-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",01. SOCIEDAD ANÓNIMA,Calle 127 A  53A -45 TO 2  OFI 1202,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,1945106,55990784,26591088,,,57794714,,,142321692,,142321692,,16760614,,,2188314,,,,329668,,,,,19278596,161600288,846704,,846704,23033902,3492834,49011355,3484,76388279,,76388279,,,,,,,22647743,,22647743,99036022,55802252,,,,705681,,,6056333,62564266,,62564266,161600288
470,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830111031,CONCESIONES COLOMBIANAS SAS,2018-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 7 No. 71-21 TO B OF 406BOGOTA D.C.BOGOTA-D.C.-BOGOTA D.C.CR 7 No.  71-21 TO B OF 406BOGOTA D.C.BOGOTA-D.C.-BOGOTA D.C.31745453158831718concecol@concecol.com01224787,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,3365961,12563429,8533417,861549,,,8442,,25332798,,25332798,20448917,130710429,,,,,2997832,,944780,,32696045,6372230,,194170233,219503031,90820,,90820,365110,685018,47055231,162172,48358351,,48358351,,,,471100,392794,,56976809,4943086,62783789,111142140,238397,125780,,,1127003,65969842,25765684,14756090,107982796,378095,108360891,219503031
471,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830111031,CONCESIONES COLOMBIANAS SAS,2018-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 7 No. 71-21 TO B OF 406BOGOTA D.C.BOGOTA-D.C.-BOGOTA D.C.CR 7 No.  71-21 TO B OF 406BOGOTA D.C.BOGOTA-D.C.-BOGOTA D.C.31745453158831718concecol@concecol.com01224787,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,723057,300861,11897281,601096,,,10914,,13533209,,13533209,18424533,106635553,,,,,2827250,,304886,,29744481,6088812,,164025515,177558724,69806,,69806,821973,2133754,32455628,160413,35641574,,35641574,,,,1509427,367173,,55080638,304612,57261850,92903424,294651,11341633,,,1127003,46684834,17588247,7372537,84408905,246395,84655300,177558724
472,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830113598,ADMINEGOCIOS & CIA SCA,2018-12-31,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 13 26A 47 P26,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,850920506,1468586215,,13664366,,9319852693,,,11653023780,,11653023780,17699380,32071689,,,5122427977,,,,4837553,,1610598995,34940088,,6822575682,18475599462,,,,2270422378,21515498,463021763,149755877,2904715516,,2904715516,,2280143,2280143,,1702719,,9967383908,1627542,9972994312,12877709828,171887621,1003704116,,,2068120554,,495954530,1158612571,4898279392,699610242,5597889634,18475599462
473,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830113598,ADMINEGOCIOS & CIA SCA,2018-12-31,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 13 26A 47 P26,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,1025724284,1424015344,,24843173,,7467345231,,,9941928032,,9941928032,17973784,28705006,,,4760698911,,,,7094769,,1267672925,23888149,,6106033544,16047961576,,,,94698338,31259231,181900582,152979328,460837479,,460837479,,1562621,1562621,,1345473,,8089820867,1627481,8094356442,8555193921,171887621,1003704116,,,2373725698,,2339795504,938794186,6827907125,664860530,7492767655,16047961576
474,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830113599,INVERPROGRESO S.A.,2018-12-31,M7010 - Actividades de administración empresarial,01. SOCIEDAD ANÓNIMA,CR 13 26A 47 P 26,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,41234495,412681698,42311064,17193644,,,2337853,,515758754,,515758754,,358197594,,24925396,,,,,,,357914309,,,741037299,1256796053,14565143,1097022,15662165,779410409,11396914,26106202,28847180,861422870,,861422870,15163438,4002812,19166250,,2558516,,170021172,,191745938,1053168808,24028,62384435,,,,,132466529,-89118435,105756557,97870688,203627245,1256796053
475,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830113599,INVERPROGRESO S.A.,2018-12-31,M7010 - Actividades de administración empresarial,01. SOCIEDAD ANÓNIMA,CR 13 26A 47 P 26,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,41259681,349889531,34960636,13582669,,,4593567,,444286084,,444286084,40500,344913325,,25411684,,,56040,,5508402,,470212809,,,846142760,1290428844,15923673,948984,16872657,770706619,17077354,53295162,28533792,886485584,,886485584,16811378,3262791,20074169,,,,61296172,,81370341,967855925,24028,62384435,,,,,120485250,37362719,220256432,102316487,322572919,1290428844
476,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830113600,INVERSEGOVIA S A,2018-12-31,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",01. SOCIEDAD ANÓNIMA,CR 13 26A 47 P26,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,7614413,43767674,,2438264,,,23604,,53843955,,53843955,,14604819,,409375,140103493,,,,,,375450230,,,530567917,584411872,1140636,253915,1394551,55830446,637619,,33859471,91722087,,91722087,331949,,331949,,338578,,150000000,,150670527,242392614,29562,175853789,,,,,-100355869,267457117,342984599,-965341,342019258,584411872
477,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",830113600,INVERSEGOVIA S A,2018-12-31,"M7490 - Otras actividades profesionales, científicas y técnicas n.c.p.",01. SOCIEDAD ANÓNIMA,CR 13 26A 47 P26,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,17267334,43757421,,766303,,,43530,,61834588,,61834588,,15037940,,1152830,139223216,,,,,,527147758,,,682561744,744396332,1048432,74775,1123207,230894875,1153494,,19457955,252629531,,252629531,310396,,310396,,290756,,,,601152,253230683,29562,175853789,,,,,149655550,165917596,491456497,-290848,491165649,744396332
