,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
434,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860012340,FRACO S.A.,2019-12-31,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",01. SOCIEDAD ANÓNIMA,CRA 65B 13 50,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,2282312,10403980,35124148,,,15853,696915,,48523208,,48523208,7348454,20061474,,,,,,,1508020,,,,,28917948,77441156,,,,5586936,3436784,12092248,631081,21747049,,21747049,,,,,,,4395510,2043489,6438999,28186048,6600000,,,,,3341077,12814807,26499224,49255108,,49255108,77441156
435,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860012340,FRACO S.A.,2019-12-31,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",01. SOCIEDAD ANÓNIMA,CRA 65B 13 50,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,1998525,9149442,29170139,,,15650,534955,,40868711,,40868711,7348454,18084702,,,,,,,1630669,,,,,27063825,67932536,,,,5082355,1944252,7252003,606600,14885210,,14885210,,,,,,,6340733,2151289,8492022,23377232,6600000,,,,0,3300350,8016384,26638570,44555304,,44555304,67932536
436,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860013704,GASES INDUSTRIALES DE COLOMBIA S.A.,2019-12-31,C2011 - Fabricación de sustancias y productos químicos básicos,01. SOCIEDAD ANÓNIMA,CR 43A  3 SUR 130  TO 1 P 18,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,10438170,30686307,14196824,16831354,0,0,669297,0,72821952,0,72821952,0,173822917,0,0,0,0,11638272,0,0,0,4634730,0,0,190095919,262917871,3618196,65000,3683196,18815836,0,361856,5075749,27936637,0,27936637,882911,0,882911,0,13978275,0,2920956,3411659,21193801,49130438,58117673,0,0,0,0,0,121700452,33969308,213787433,0,213787433,262917871
437,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860013704,GASES INDUSTRIALES DE COLOMBIA S.A.,2019-12-31,C2011 - Fabricación de sustancias y productos químicos básicos,01. SOCIEDAD ANÓNIMA,CR 43A  3 SUR 130  TO 1 P 18,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,46381899,24204002,10857673,3215546,0,0,700392,0,85359512,0,85359512,0,176326023,0,0,0,0,13116954,0,0,0,0,0,0,189442977,274802489,4279045,333118,4612163,30113296,0,349788,3171701,38246948,0,38246948,873740,0,873740,14991535,13018164,0,2827198,0,31710637,69957585,58117673,0,0,0,0,0,104964914,41762317,204844904,0,204844904,274802489
438,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860014923,CARACOL PRIMERA CADENA RADIAL COLOMBIANA S.A.,2019-12-31,J6010 - Actividades de programación y transmisión en el servicio de radiodifusión sonora,01. SOCIEDAD ANÓNIMA,CALLE 67 7 37 PISO 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,27257073,137617817,17052948,7821941,,3462,1965078,,191718319,,191718319,94821,51060437,,39725984,,,13213927,,5923704,,44853896,198954,,155071723,346790042,5870375,6244523,12114898,55437875,17001978,23151478,22007998,129714227,,129714227,4898115,,4898115,,6934231,,35077522,,46909868,176624095,17602180,41396877,,,,,47737498,38271112,145007667,25158280,170165947,346790042
439,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860014923,CARACOL PRIMERA CADENA RADIAL COLOMBIANA S.A.,2019-12-31,J6010 - Actividades de programación y transmisión en el servicio de radiodifusión sonora,01. SOCIEDAD ANÓNIMA,CALLE 67 7 37 PISO 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,38094488,130954978,15909543,8168607,,131040,1430392,,194689048,,194689048,98026,45607739,,40339521,,,16856220,,6690670,,,708371,,110300547,304989595,12677677,5013302,17690979,62403108,14255009,9367986,53530549,157247631,,157247631,4781550,,4781550,,4469660,,51613,,9302823,166550454,17596594,40072613,,,,,23698319,37019498,118387024,20052117,138439141,304989595
440,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860015753,COLOMBIANA KIMBERLY COLPAPEL S.A.,2019-12-31,C1709 - Fabricación de otros artículos de papel y cartón,01. SOCIEDAD ANÓNIMA,CALLE 20 21 602,ANTIOQUIA,BARBOSA-ANTIOQUIA,Periodo Actual,100380000,455215000,346626000,90593000,,19162000,186000,,1012162000,,1012162000,,1500018000,,,,,1642000,,3261000,,4529000,,,1509450000,2521612000,50978000,3339000,54317000,588543000,26938000,129773000,,799571000,,799571000,18479000,,18479000,,86635000,,46192000,,151306000,950877000,863859000,,,,,,1223273000,-933332000,1153800000,416935000,1570735000,2521612000
441,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860015753,COLOMBIANA KIMBERLY COLPAPEL S.A.,2019-12-31,C1709 - Fabricación de otros artículos de papel y cartón,01. SOCIEDAD ANÓNIMA,CALLE 20 21 602,ANTIOQUIA,BARBOSA-ANTIOQUIA,Periodo Anterior,134889000,393453000,357133000,88105000,,24981000,1265000,,999826000,,999826000,,1451211000,,,,,1300000,,3307000,,4605000,,,1460423000,2460249000,65301000,3102000,68403000,625107000,42378000,49888000,,785776000,,785776000,18100000,,18100000,,91261000,,,,109361000,895137000,863859000,,,,,,1202172000,-900319000,1165712000,399400000,1565112000,2460249000
442,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860020439,MONOMEROS COLOMBO VENEZOLANOS S.A.,2019-12-31,C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados,01. SOCIEDAD ANÓNIMA,VIA 40 LAS FLORES,ATLANTICO,BARRANQUILLA-ATLANTICO,Periodo Actual,20157768,233346723,199888161,24010513,,,7216028,,484619193,3734847,488354040,4073160,489918646,,,,,1416446,,,,,2581793,,497990045,986344085,12985773,,12985773,213950418,,102307021,9783900,339027112,,339027112,13900060,1632842,15532902,,66616555,,44048348,2245268,128443073,467470185,16093437,,,,,65060801,55670445,373852012,510676695,8197205,518873900,986344085
443,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860020439,MONOMEROS COLOMBO VENEZOLANOS S.A.,2019-12-31,C2012 - Fabricación de abonos y compuestos inorgánicos nitrogenados,01. SOCIEDAD ANÓNIMA,VIA 40 LAS FLORES,ATLANTICO,BARRANQUILLA-ATLANTICO,Periodo Anterior,63583894,309023537,182232365,27869922,,,5872023,,588581741,,588581741,3922535,505208568,,,,,1757009,,,,,455774,,511343886,1099925627,9107061,,9107061,359451150,,62406119,10366814,441331144,,441331144,11432663,12085004,23517667,,64720316,,74139595,,162377578,603708722,16093437,,,,,64922840,79531413,325965329,486513019,9703886,496216905,1099925627
444,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860024586,PAVIMENTOS COLOMBIA SAS,2019-12-31,F4210 - Construcción de carreteras y vías de ferrocarril,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 84 A 10 50 P 9,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,41807672,108398220,9637498,31348947,,24838325,2158138,,218188800,,218188800,138344968,153458612,,,482364836,,27995391,,3419095,,,188131778,,993714680,1211903480,,,,33602511,1698011,33520528,4923507,73744557,,73744557,,1556557,1556557,3201141,79455856,,442541868,6003362,532758784,606503341,9653811,45551317,,,278766078,,16472580,228589299,579033085,26367054,605400139,1211903480
445,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860024586,PAVIMENTOS COLOMBIA SAS,2019-12-31,F4210 - Construcción de carreteras y vías de ferrocarril,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 84 A 10 50 P 9,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,32277084,124316615,9399629,27428174,,46914308,1136313,,241472123,,241472123,111625756,160289327,,,460030438,,70123057,,4920876,,,205993009,,1012982463,1254454586,,,,43411572,1262786,26306924,4360707,75341989,,75341989,,1329192,1329192,10208125,91839118,,509876634,18958475,632211544,707553533,6653811,16422644,,,263274092,,16472580,216367180,519190307,27710746,546901053,1254454586
446,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860025792,RENAULT SOCIEDAD DE FABRICACION DE AUTOMOTORES S A S,2019-12-31,C2910 - Fabricación de vehículos automotores y sus motores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Cra 49 No 39 sur 100,ANTIOQUIA,ENVIGADO-ANTIOQUIA,Periodo Actual,112145525,70161762,288049747,5917906,,2547205,4088500,,482910645,,482910645,,268803046,,,,,17344052,,36625518,,,,,322772616,805683261,6873908,17875836,24749744,293743562,,129078754,58750100,506322160,,506322160,25611803,11563774,37175577,14776773,,,9965087,,61917437,568239597,3428370,48266915,,,,,147381795,38113063,237190143,253521,237443664,805683261
447,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860025792,RENAULT SOCIEDAD DE FABRICACION DE AUTOMOTORES S A S,2019-12-31,C2910 - Fabricación de vehículos automotores y sus motores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Cra 49 No 39 sur 100,ANTIOQUIA,ENVIGADO-ANTIOQUIA,Periodo Anterior,153561965,127006938,302021272,9466166,,,3491546,,595547887,,595547887,,199339380,,,,,18546313,,41308144,,30150,,,259223987,854771874,6492318,11791234,18283552,269759937,,167030189,39137720,494211398,,494211398,24486332,12501889,36988221,121217294,,1502834,16839933,,176548282,670759680,3428370,48266915,,,,,89103463,43211981,184010729,1465,184012194,854771874
448,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860025998,INCAP S.A.,2019-12-31,C2029 - Fabricación de otros productos químicos n.c.p.,01. SOCIEDAD ANÓNIMA,CR 72 N 62 27 SUR,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,8180213,7202251,9088072,,,0,,,24470536,,24470536,,11535864,,,,,,,2356658,,,,,13892522,38363058,177396,,177396,2124358,1004619,269113,183660,3759146,,3759146,,,,,2400485,,,,2400485,6159631,5341719,1897046,,,,7909815,4931338,12123509,32203427,,32203427,38363058
449,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860025998,INCAP S.A.,2019-12-31,C2029 - Fabricación de otros productos químicos n.c.p.,01. SOCIEDAD ANÓNIMA,CR 72 N 62 27 SUR,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,7874177,7176836,9109757,,,9737,,,24170507,,24170507,,8997132,,,,,,,794294,,,,,9791426,33961933,172933,,172933,3459720,628466,1273287,269276,5803682,,5803682,,,,,771097,,,,771097,6574779,5341719,4890908,,,,2144251,4340207,10670069,27387154,,27387154,33961933
450,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860026753,ACERIAS DE COLOMBIA ACESCO S.A.S,2019-12-31,C2511 - Fabricación de productos metálicos para uso estructural,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV CL 116 7 15 IN 2 P17,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,23593089,159019721,247428601,33086637,,,256959,,463385007,,463385007,802975,272294769,6698469,464424,,,16587,,,14036463,243093,,,294556780,757941787,3316079,,3316079,50377670,15076516,379350116,24276,448144657,,448144657,2014085,,2014085,,32294972,,12499755,,46808812,494953469,22407781,17812948,,,,,89033354,111862467,241116550,21871768,262988318,757941787
451,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860026753,ACERIAS DE COLOMBIA ACESCO S.A.S,2019-12-31,C2511 - Fabricación de productos metálicos para uso estructural,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV CL 116 7 15 IN 2 P17,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,13963807,159393067,342157681,26078319,,,6556122,,548148996,,548148996,238895,286630206,6698469,695779,,,20872,,,,243093,,,294527314,842676310,3420397,,3420397,68069426,7853847,428418532,901524,508663726,,508663726,1950930,,1950930,,26017935,,51157606,,79126471,587790197,22407781,17812948,,,,,89033354,106315804,235569887,19316226,254886113,842676310
452,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860026895,ITALCOL SA ITALCOL SA,2019-12-31,C1090 - Elaboración de alimentos preparados para animales,01. SOCIEDAD ANÓNIMA,CALLE 94A # 11A - 73,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,29726980,254939017,525283083,46392437,78632987,832664,9173975,,944981143,,944981143,52769339,647846267,,7089526,15139707,5520471,75029,,22472653,,11349918,,,762262910,1707244053,,391303,391303,215780230,14005764,491327612,40141533,761646442,,761646442,,,,7487395,41702462,,83251586,33567819,166009262,927655704,62696186,52235833,,,,,347934227,307953742,770819988,8768361,779588349,1707244053
453,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860026895,ITALCOL SA ITALCOL SA,2019-12-31,C1090 - Elaboración de alimentos preparados para animales,01. SOCIEDAD ANÓNIMA,CALLE 94A # 11A - 73,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,31016943,242057885,500723742,42685937,61191810,3318270,18786810,,899781397,,899781397,59286575,555477757,,8591028,14531359,,6702594,49040,,16065953,,,11335329,672039635,1571821032,,905674,905674,254922160,15751153,441575544,48894101,762048632,,762048632,,,,11216042,24821270,,63896382,14817835,114751529,876800161,62696186,52235833,,,,,275267103,297473660,687672782,7348089,695020871,1571821032
454,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860028238,FABRICA DE ESPECIAS Y PRODUCTOS EL REY S.A.,2019-12-31,C1089 - Elaboración de otros productos alimenticios n.c.p.,01. SOCIEDAD ANÓNIMA,CARRERA 68 G No. 43 C 30 sur,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,47462119,18428198,11009685,,,,159100,,77059102,,77059102,,34363670,,310057,,,,,3111470,,,1307157,,39092354,116151456,688631,9932585,10621216,16528095,3695276,94471,67150,31006208,,31006208,6629578,,6629578,,2544259,,1359921,790771,11324529,42330737,1155000,,,,7110281,,26652545,38902893,73820719,,73820719,116151456
455,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860028238,FABRICA DE ESPECIAS Y PRODUCTOS EL REY S.A.,2019-12-31,C1089 - Elaboración de otros productos alimenticios n.c.p.,01. SOCIEDAD ANÓNIMA,CARRERA 68 G No. 43 C 30 sur,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,49052778,17911336,8836996,,,,124200,,75925310,,75925310,,31285771,,326512,,,,,1821038,,,,,33433321,109358631,569770,6410446,6980216,11030217,5755209,708315,248649,24722606,,24722606,5636636,,5636636,,2803909,,,753528,9194073,33916679,1155000,,,,6791919,,20004060,47490973,75441952,,75441952,109358631
456,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860028462,COVINOC S.A.,2019-12-31,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,01. SOCIEDAD ANÓNIMA,CALLE 19 7 48 PS 9,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,6298554,38156901,,1564491,,385150,,901862,47306958,,47306958,,11954722,,757372,2961987,,16550450,,,,7577369,,,39801900,87108858,,155772,155772,11532648,1647478,17726484,4421055,35483437,,35483437,,,,,2682747,,9106701,6154212,17943660,53427097,3844735,,,,,10476367,1922368,17438291,33681761,,33681761,87108858
457,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860028462,COVINOC S.A.,2019-12-31,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,01. SOCIEDAD ANÓNIMA,CALLE 19 7 48 PS 9,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,4847427,35179325,,2600109,,434736,,723559,43785156,,43785156,,12527402,,597185,1700295,,21446169,,,,,,,36271051,80056207,,286228,286228,7181500,1769586,57576804,3303094,70117212,,70117212,,,,,2842655,,10749155,,13591810,83709022,3844735,,,,,10476367,1892806,-19866723,-3652815,,-3652815,80056207
458,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860029415,EMPRESA COLOMBIANA DE CLAVOS S.A.S  EMCOCLAVOS S.A.S,2019-12-31,C2640 - Fabricación de aparatos electrónicos de consumo,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 106A NO 153A - 11 ,BOGOTA D.C.,SUBA-BOGOTA D.C.,Periodo Actual,1501066,15883288,10588491,3099408,,,723063,,31795316,,31795316,,47630424,,1579094,,,,,,,,169568,,49379086,81174402,629818,311157,940975,10197527,1848020,2287637,175614,15449773,,15449773,,,,,7160867,,6085161,,13246028,28695801,11575186,583467,,,,18985079,479789,19784591,51408112,1070489,52478601,81174402
459,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860029415,EMPRESA COLOMBIANA DE CLAVOS S.A.S  EMCOCLAVOS S.A.S,2019-12-31,C2640 - Fabricación de aparatos electrónicos de consumo,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 106A NO 153A - 11 ,BOGOTA D.C.,SUBA-BOGOTA D.C.,Periodo Anterior,479504,17603448,10831945,4179449,,,64425,,33158771,,33158771,,44338056,,1579094,,,,,,,,,,45917150,79075921,475281,177813,653094,11253950,484853,11808980,,24200877,,24200877,,,,,7482305,,3128363,,10610668,34811545,11575186,583467,,,,14327608,479789,16441426,43407476,856900,44264376,79075921
460,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860030412,AUTOFINANCIERA COLOMBIA S.A. SOCIEDAD ADMINISTRADORA DE PLANES DE AUTOFINANCIAMIENTO COMERCIAL,2019-12-31,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 7 24 89 PI 17,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,25662632,63526743,0,646066,0,0,91661,0,89927102,,89927102,0,4337903,0,675597,0,0,6982198,2786971,45212,0,0,936,0,14828817,104755919,0,0,0,4133154,1151674,484671,85648835,91418334,,91418334,0,0,0,0,0,0,75036,5934768,6009804,97428138,5160643,1092850,0,0,0,0,789861,284427,7327781,,7327781,104755919
461,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860030412,AUTOFINANCIERA COLOMBIA S.A. SOCIEDAD ADMINISTRADORA DE PLANES DE AUTOFINANCIAMIENTO COMERCIAL,2019-12-31,N8299 - Otras actividades de servicio de apoyo a las empresas n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 7 24 89 PI 17,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
462,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860031028,SIEMENS S.A,2019-12-31,C2790 - Fabricación de otros tipos de equipo eléctrico n.c.p.,01. SOCIEDAD ANÓNIMA,AUTOPISTA MEDELLIN KM 8.5 COSTADO SUR,CUNDINAMARCA,TENJO-CUNDINAMARCA,Periodo Actual,97719082,366946702,316421882,,,1147037,12284286,2438807,796957796,,796957796,,71126499,,0,,,41092101,,57035248,,262669,39583020,,209099537,1006057333,28196752,27455261,55652013,226288201,3038260,46422315,197374362,528775151,,528775151,12547576,,12547576,,,,175573095,23277212,211397883,740173034,168766075,172268638,,,,,-3256847,-71893567,265884299,,265884299,1006057333
463,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860031028,SIEMENS S.A,2019-12-31,C2790 - Fabricación de otros tipos de equipo eléctrico n.c.p.,01. SOCIEDAD ANÓNIMA,AUTOPISTA MEDELLIN KM 8.5 COSTADO SUR,CUNDINAMARCA,TENJO-CUNDINAMARCA,Periodo Anterior,12257912,273945762,199807771,51829748,,2182022,29051618,5354025,574428858,,574428858,,58456093,,347048,,,18031945,,46751261,,102226,12855652,,136544225,710973083,20465244,31634900,52100144,173296590,1024710,31078684,119363349,376863477,,376863477,14533974,,14533974,,,146869355,792384,,162195713,539059190,114579430,116624193,,,,,-1718849,-57570881,171913893,,171913893,710973083
464,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860031169,INVERSIONES AGROPECUARIAS JARAMILLO MEJIA Y CIA SAS,2019-12-31,A0125 - Cultivo de flor de corte,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV SUBA COTA KM 4.2,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,17597866,3658992,1343468,867327,,196180,145815,,23809648,,23809648,10100966,27797015,,540347,308203,1011357,918487,,1409318,,21984531,,,64070224,87879872,1090835,,1090835,2625542,596389,,37865,4350631,,4350631,89250,1641188,1730438,532863,5707923,,19059,,7990283,12340914,3653618,449901,,,,,36345840,25632728,66082087,9456871,75538958,87879872
465,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860031169,INVERSIONES AGROPECUARIAS JARAMILLO MEJIA Y CIA SAS,2019-12-31,A0125 - Cultivo de flor de corte,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV SUBA COTA KM 4.2,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,14122229,3863591,1286174,1156751,,728979,61285,,21219009,,21219009,9731181,28321735,,535645,296019,1015183,741229,,1016246,,21942323,,,63599561,84818570,1018921,,1018921,2533935,932641,,48509,4534006,,4534006,590985,1752490,2343475,522321,5279077,,,,8144873,12678879,3653618,449901,,,,,36345840,23185180,63634539,8505152,72139691,84818570
466,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860031361,CONSULTORIA COLOMBIANA S.A.,2019-12-31,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,01. SOCIEDAD ANÓNIMA,CR 20 No. 37 - 28,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,11455240,88568658,,9951980,,,2710844,,112686722,,112686722,,10770651,,37813,,,4829540,,301091,,,176625,,16115720,128802442,8109051,,8109051,34404863,8898930,,23721881,75134725,,75134725,,,,79328179,391653,,,6598002,86317834,161452559,9606142,348478,,,,,32797371,-75402108,-32650117,,-32650117,128802442
467,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860031361,CONSULTORIA COLOMBIANA S.A.,2019-12-31,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,01. SOCIEDAD ANÓNIMA,CR 20 No. 37 - 28,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,4476435,92915909,,16049259,,,853322,,114294925,,114294925,106518,12476524,,2646639,,,12193830,,4864362,,0,2046197,,34334070,148628995,8197269,,8197269,12026504,10472692,,19102722,49799187,,49799187,,,,64219280,1767785,,,7512721,73499786,123298973,9606142,348478,,,,,40798816,-25423414,25330022,,25330022,148628995
468,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860031606,DIANA CORPORACION SAS,2019-12-31,C1051 - Elaboración de productos de molinería,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 13 93 24,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,7840250,196631977,274124151,3969490,,4334472,2685211,,489585551,,489585551,15102983,316289967,,6297513,,,154183,,,,427902,17719503,,355992051,845577602,4039936,,4039936,455790915,9864955,,,469695806,,469695806,,468972,468972,96906358,30450529,,,10134233,137960092,607655898,4600000,34049632,,,,119190812,43598333,36482927,237921704,,237921704,845577602
469,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860031606,DIANA CORPORACION SAS,2019-12-31,C1051 - Elaboración de productos de molinería,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 13 93 24,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,4257683,142162819,223001770,4202125,,3880871,1482877,,378988145,,378988145,11304768,232771178,,6371293,,,26030511,,,,427902,160102,,277065754,656053899,4284027,,4284027,452322514,6201110,,,462807651,,462807651,,720190,720190,,,16864419,27666588,12667792,57918989,520726640,4600000,35493553,,,,46449698,59142237,-10358229,135327259,,135327259,656053899
470,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",860031699,VITRO COLOMBIA S.A.S,2019-12-31,C2310 - Fabricación de vidrio y productos de vidrio,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 3 ESTE 6B 41 VDA SAMARIA,CUNDINAMARCA,CHIA-CUNDINAMARCA,Periodo Actual,4269669,5232120,14223311,1351032,,388700,,,25464832,,25464832,1252759,12327288,,192948,,,,,1797159,,43821,,268725,15882700,41347532,,33182,33182,9031317,460701,188717,129593,9843510,,9843510,543388,181130,724518,,,,148164,,872682,10716192,31209234,,,,,,3598807,-4176701,30631340,,30631340,41347532
